movie_id,title,director_name,writer_name,country
Hold_Back_the_Dawn,Hold Back the Dawn,Mitchell Leisen,Richard Maibaum|Charles Brackett|Billy Wilder,United States
Hold_Back_the_Night,Hold Back the Night,Allan Dwan,Walter Doniger|Pat Frank|John C. Higgins,United States
Hold_Me_While_I'm_Naked,Hold Me While I'm Naked,George Kuchar,George Kuchar,United States
Hold_On!_(film),Hold On!,Arthur Lubin,Robert E. Kent,United States
Hold_That_Baby!,Hold That Baby!,Reginald LeBorg,Charles Marion,United States
Hold_That_Ghost,Hold That Ghost,Arthur Lubin,Robert Lees|John Grant (screenwriter),United States
Hold_That_Hypnotist,Hold That Hypnotist,NOT_FOUND,NOT_FOUND,United States
Hold_That_Line,Hold That Line,William Beaudine,Tim Ryan (actor),United States
Hold_Your_Man,Hold Your Man,Sam Wood,Anita Loos,United States
Holding_Trevor,Holding Trevor,Rosser Goodman,NOT_FOUND,United States
Holding_the_Man_(film),Holding the Man,Neil Armfield,Tommy Murphy (Australian playwright),Australia
Holes_(film),Holes,Andrew Davis (director),Louis Sachar,United States
Holi_(1940_film),Holi,A. R. Kardar,M. Sadiq,India
Holi_(1984_film),Holi,Ketan Mehta,Mahesh Elkunchwar|Ketan Mehta,India
Holi_(1999_film),Holi,TN Vasanth Kumar,NOT_FOUND,India
Holiday_(1930_film),Holiday,Edward H. Griffith,Horace Jackson,United States
Holiday_(1938_film),Holiday,George Cukor,Sidney Buchman|Donald Ogden Stewart,United States
Holiday_(2006_film),Holiday,Pooja Bhatt,NOT_FOUND,India
Holiday_(2010_film),Holiday,Guillaume Nicloux,Jean-Bernard Pouy|Guillaum Nicloux|Nathalie Leuthreau,France
Holiday_Affair,Holiday Affair,Don Hartman,Isobel Lennart,United States
Holiday_Affair_(1996_film),Holiday Affair,Alan Myerson,NOT_FOUND,United States
Holiday_Camp_(film),Holiday Camp,Ken Annakin,Peter Rogers|Mabel Constanduros|Muriel Box|Sydney Box|Ted Willis,United Kingdom
Holiday_Engagement,Holiday Engagement,Jim Fall,Jim Fall & Barbara Kymlicka,United States
Holiday_Inn_(film),Holiday Inn,Mark Sandrich,Claude Binyon|Elmer Rice,United States
Holiday_for_Henrietta,Holiday for Henrietta,Julien Duvivier,NOT_FOUND,France
Holiday_for_Lovers,Holiday for Lovers,Henry Levin,Luther Davis,United States
Holiday_for_Sinners,Holiday for Sinners,NOT_FOUND,NOT_FOUND,United States
Holiday_in_Handcuffs,Holiday in Handcuffs,Ron Underwood,Sara Endsley,United_States
Holiday_in_Mexico,Holiday in Mexico,George Sidney,Isobel Lennart,United States
Holiday_in_the_Sun_(film),Holiday in the Sun,Steve Purcell (director),David Wagner|Brent Goldberg,United_States
Holiday_on_the_Buses,Holiday on the Buses,Bryan Izzard,Chesney and Wolfe,United Kingdom
Holidays_(2010_film),Holidays,Atlas Ramachandran,Mohan Thomas,India
Holidays_(2016_film),Holidays,Gary Shore|Nicholas McCarthy (director)|Anthony Scott Burns|Scott Stewart (director)|Kevin Smith,NOT_FOUND,United States
Holidays_by_the_Sea,Holidays by the Sea,NOT_FOUND,NOT_FOUND,France
Hollow_(2011_drama_film),Hollow,NOT_FOUND,NOT_FOUND,United States|Canada
Hollow_(2011_horror_film),Hollow,NOT_FOUND,Matthew Holt,United Kingdom
Hollow_(2014_film),Hollow,Ham Tran,Ham Tran,Vietnam
Hollow_City_(film),Hollow City,NOT_FOUND,NOT_FOUND,Angola
Hollow_Man,Hollow Man,Paul Verhoeven,Andrew W. Marlowe,"* United States
* Germany"
Hollow_Point,Hollow Point,Sidney J. Furie,NOT_FOUND,United States|Canada
Hollow_Reed,Hollow Reed,Angela Pope,Paula Milne,United Kingdom|Spain|Germany
Hollow_Triumph,Hollow Triumph,Steve Sekely,Daniel Fuchs,United States
Hollows_Grove,Hollows Grove,Craig Efros,Craig Efros,United States
Holly_(film),Holly,NOT_FOUND,NOT_FOUND,United States
Hollywoo,Hollywoo,Frédéric Berthe|Pascal Serieis,Florence Foresti,France
Hollywood_(1923_film),Hollywood,James Cruze,Thomas J. Geraghty,United States
Hollywood_(2002_film),Hollywood,Dinesh Baboo,Upendra (actor),India
Hollywood_Adventures,Hollywood Adventures,NOT_FOUND,Brice Beckham|Justin Lin|Philip W. Chung,United States|China|Hong Kong
Hollywood_Canteen_(film),Hollywood Canteen,Delmer Daves,Delmer Daves,United States
Hollywood_Chainsaw_Hookers,Hollywood Chainsaw Hookers,Fred Olen Ray,Fred Olen Ray,United States
Hollywood_Cowboy,Hollywood Cowboy,Ewing Scott,NOT_FOUND,United States
Hollywood_Ending,Hollywood Ending,Woody Allen,Woody Allen,United States
Hollywood_Harry,Hollywood Harry,Robert Forster,NOT_FOUND,United_States
Hollywood_High_(1977_film),Hollywood High,Patrick Wright,NOT_FOUND,United States
Hollywood_High_(2003_film),Hollywood High,Bruce Sinofsky,NOT_FOUND,United States
Hollywood_Homicide,Hollywood Homicide,Ron Shelton,Ron Shelton,United States
Hollywood_Hong_Kong,Hollywood Hong Kong,Fruit Chan,NOT_FOUND,Hong Kong
Hollywood_Hot_Tubs,Hollywood Hot Tubs,Chuck Vincent (director),Craig Horrall|Mark Borde,United States
Hollywood_Hotel_(film),Hollywood Hotel,Busby Berkeley,Jerry Wald,United States
Hollywood_North_(film),Hollywood North,Peter O'Brian (film producer),NOT_FOUND,Canada
Hollywood_Party_(1934_film),Hollywood Party,NOT_FOUND,Howard Dietz|Arthur Kober,United States
Hollywood_Shuffle,Hollywood Shuffle,Robert Townsend (actor),Robert Townsend (actor)|Dom Irrera|Keenen Ivory Wayans,United States
Hollywood_Story,Hollywood Story,William Castle,Frederick Kohner,United States
Hollywood_Vice_Squad,Hollywood Vice Squad,Penelope Spheeris,NOT_FOUND,United States
Hollywood_Without_Make-Up,Hollywood Without Make-Up,Ken Murray (entertainer)|Rudy Behlmer,NOT_FOUND,USA
Hollywood_and_Vine_(film),Hollywood and Vine,NOT_FOUND,Robert Wohlmuth,NOT_FOUND
Hollywood_on_Trial,Hollywood on Trial,NOT_FOUND,NOT_FOUND,United States
Hollywood_or_Bust,Hollywood or Bust,Frank Tashlin,Erna Lazarus,United States
Hollywoodland,Hollywoodland,Allen Coulter,Paul Bernbaum,United States
Holocaust_2000,Holocaust 2000,Alberto De Martino,Alberto De Martino|Sergio Donati,United Kingdom|Italy
Holy_Flying_Circus,Holy Flying Circus,Owen Harris (director),NOT_FOUND,United Kingdom
Holy_Ghost_(film),Holy Ghost,NOT_FOUND,NOT_FOUND,United States
"Holy_God,_Here_Comes_the_Passatore!","Holy God, Here Comes the Passatore!",Giuliano Carnimeo,Nanda Migliozzi|Gustavo Quintana|Tito Carpi,Italy
Holy_Lola,Holy Lola,Bertrand Tavernier,Bertrand Tavernier,France
Holy_Man,Holy Man,Stephen Herek,Tom Schulman,United States
Holy_Matrimony_(1943_film),Holy Matrimony,John M. Stahl,Nunnally Johnson,United States
Holy_Matrimony_(1994_film),Holy Matrimony,Leonard Nimoy,Douglas S. Cook|David Weisberg,United States
Holy_Motors,Holy Motors,Leos Carax,Leos Carax,"* France
* Germany"
Holy_Rollers_(film),Holy Rollers,Kevin Asch,Antonio Macia,United States
Holy_Tongue,Holy Tongue,Carlo Mazzacurati,NOT_FOUND,NOT_FOUND
Holy_Wars_(film),Holy Wars,Stephen Marshall (writer),NOT_FOUND,United States
Holy_Water_(film),Holy Water,Tom Reeve,NOT_FOUND,Ireland
Hombre_(film),Hombre,Martin Ritt,Harriet Frank Jr.,United States
Home_(1915_film),Home,Maurice Elvey,Maurice Elvey,United Kingdom
Home_(2006_film),Home,Dawn Scibilia,Alan Cooke,United States
Home_(2008_film),Home,Ursula Meier,Ursula Meier,Belgium|Switzerland|France
Home_(2009_film),Home,Yann Arthus-Bertrand,Isabelle Delannoy|Yann Arthus-Bertrand,France
Home_(2011_film),Home,NOT_FOUND,NOT_FOUND,Russia
Home_(2015_film),Home,Tim Johnson (film director),NOT_FOUND,United States
Home_(2016_American_film),Home,Frank Lin,NOT_FOUND,United States
Home_(2016_Belgian_film),Home,Fien Troch,Fien Troch,Belgium
Home_(Mirbeau),Home,NOT_FOUND,NOT_FOUND,NOT_FOUND
Home_Again_(film),Home Again,Sudz Sutherland,Jennifer Holness|Sudz Sutherland,Canada
Home_Alone,Home Alone,Chris Columbus (filmmaker),John Hughes (filmmaker),United States
Home_Alone:_The_Holiday_Heist,Home Alone: The Holiday Heist,Peter Hewitt (director),Wade McIntyre|Aaron Ginsburg,United States
Home_Alone_(2000_film),Home Alone,Sergei Ryabov,Sergei Ryabov,Russia
Home_Alone_2:_Lost_in_New_York,Home Alone 2: Lost in New York,Chris Columbus (filmmaker),John Hughes (filmmaker),United_States
Home_Alone_3,Home Alone 3,Raja Gosnell,John Hughes (filmmaker),United States
Home_Alone_4,Home Alone 4,Rod Daniel,Steve L. Hayes|Debra Frank,United_States
Home_Before_Dark_(film),Home Before Dark,Mervyn LeRoy,Eileen Bassing|Robert Bassing,United States
Home_Before_Midnight,Home Before Midnight,Pete Walker (director),Pete Walker (director)|Murray Smith (TV)|Michael Armstrong (cinematographer),United Kingdom
Home_Care_(film),Home Care,Slávek Horák,Slávek Horák,Slovakia|Czech Republic
Home_Fries_(film),Home Fries,Dean Parisot,Vince Gilligan,United States
Home_Is_the_Hero,Home Is the Hero,Fielder Cook,Walter Macken,Ireland
Home_Movie_(film),Home Movie,Christopher Denham,Christopher Denham,United States
Home_Movies_(film),Home Movies,Brian De Palma,NOT_FOUND,United States
Home_Page_(film),Home Page,Doug Block,NOT_FOUND,United States
Home_Room_(film),Home Room,Paul F. Ryan,Paul F. Ryan,United States
Home_Run_(film),Home Run,David Boyd (cinematographer),NOT_FOUND,United States
Home_Sweet_Hell,Home Sweet Hell,NOT_FOUND,Ted Elrick|Tom Lavagnino|Carlo Allen,United States
Home_Sweet_Home_(1917_film),Home Sweet Home,Wilfred Noy,Reuben Gillmer,United Kingdom
Home_Sweet_Home_(1926_film),Home Sweet Home,John Gorman (director),John Gorman (director),USA
Home_Sweet_Home_(1973_film),Home Sweet Home,Benoît Lamy,Benoît Lamy,Belgium / France
Home_Sweet_Home_(1981_film),Home Sweet Home,Nettie Peña,NOT_FOUND,United States
Home_Sweet_Home_(2005_film),Home Sweet Home,Cheang Pou-soi,Szeto Kam-Yuen,Hong_Kong
Home_Sweet_Home_(2016_film),Home Sweet Home,NOT_FOUND,Zymber Kelmendi,Kosovo
Home_Town_Story,Home Town Story,Arthur Pierson (director),Arthur Pierson (director),United States
Home_for_Christmas_(1975_film),Home for Christmas,Jaakko Pakkasvirta,Jaakko Pakkasvirta,Finland
Home_for_Christmas_(2010_film),Home for Christmas,Bent Hamer,Bent Hamer,Sweden|Norway|Germany
Home_for_the_Holidays_(1972_film),Home for the Holidays,John Llewellyn Moxey,NOT_FOUND,United States
Home_for_the_Holidays_(film),Home for the Holidays,Jodie Foster,W. D. Richter,United States
Home_from_the_Hill_(film),Home from the Hill,Vincente Minnelli,"Harriet Frank, Jr.|Irving Ravetch|William Humphrey (writer)",United States
Home_in_Indiana,Home in Indiana,Henry Hathaway,Winston Miller,United States
Home_in_Oklahoma,Home in Oklahoma,William Witney,Gerald Geraghty,United States
Home_of_the_Brave_(1949_film),Home of the Brave,Mark Robson,Carl Foreman|Arthur Laurents,United States
Home_of_the_Brave_(1986_film),Home of the Brave,Laurie Anderson,NOT_FOUND,United_States_Live
Home_of_the_Brave_(2004_film),Home of the Brave,Paola di Florio,Paola di Florio,United States
Home_of_the_Brave_(2006_film),Home of the Brave,Irwin Winkler,Irwin Winkler,United_States
Home_of_the_Giants,Home of the Giants,NOT_FOUND,NOT_FOUND,United States
Home_on_the_Range_(1935_film),Home on the Range,Arthur Jacobson,NOT_FOUND,United States
Home_on_the_Range_(1946_film),Home on the Range,R. G. Springsteen,Betty Burbridge,United States
Home_on_the_Range_(2004_film),Home on the Range,Will Finn,Will Finn,United States
Home_to_Danger,Home to Danger,Terence Fisher,Ian Stuart Black,United Kingdom
Homeboy_(film),Homeboy,Michael Seresin,Mickey Rourke,United_States
Homecoming_(1928_film),Homecoming,Joe May,NOT_FOUND,Germany
Homecoming_(1948_film),Homecoming,Mervyn LeRoy,Paul Osborn|Sidney Kingsley,United States
Homecoming_(1984_film),Homecoming,Yim Ho,NOT_FOUND,Hong Kong
Homecoming_(1996_film),Homecoming,Mark Jean,Cynthia Voigt,United States
Homecoming_(2009_film),Homecoming,Morgan J. Freeman,Frank Hannah,United States
Homefront_(film),Homefront,Gary Fleder,Sylvester Stallone,United States
Homegrown_(film),Homegrown,Stephen Gyllenhaal,Nicholas Kazan|Stephen Gyllenhaal,United States
Homeland_(film),Homeland,NOT_FOUND,NOT_FOUND,Japan
Homeless_for_the_Holidays,Homeless for the Holidays,George A. Johnson,George A. Johnson,United States
Homeless_to_Harvard:_The_Liz_Murray_Story,Homeless to Harvard: The Liz Murray Story,Peter Levin,NOT_FOUND,United States
Homerun_(film),Homerun,Jack Neo,Jack Neo,Singapore
Homesick_(film),Homesick,NOT_FOUND,NOT_FOUND,Norway
Homeward_Bound:_The_Incredible_Journey,Homeward Bound: The Incredible Journey,Duwayne Dunham,Linda Woolverton|Caroline Thompson|Jonathan Roberts (writer),United States
Homeward_Bound_(1923_film),Homeward Bound,Ralph Ince,Jack Cunningham (screenwriter)|Paul Sloane (director)|Peter B. Kyne,United States
Homework_(1982_film),Homework,James Beshears,Don Safran,United States
Homework_(1989_film),Homework,Abbas Kiarostami,Abbas Kiarostami,Iran
Homework_(1991_film),Homework,Jaime Humberto Hermosillo,Jaime Humberto Hermosillo,Mexico
Homicidal,Homicidal,William Castle,Robb White,United States
Homicide_(1949_film),Homicide,Felix Jacoves,William Sackheim,United States
Homicide_(1991_film),Homicide,David Mamet,David Mamet,United States
Homo_Erectus_(film),Homo Erectus,Adam Rifkin,Adam Rifkin,NOT_FOUND
Hondo_(film),Hondo,John Farrow|John Ford,James Edward Grant|Louis L'Amour,United States
"Honey,_I_Blew_Up_the_Kid","Honey, I Blew Up the Kid",Randal Kleiser,Thom Eberhardt|Garry Goodrow,United States
"Honey,_I_Shrunk_the_Kids","Honey, I Shrunk the Kids",Joe Johnston,Tom Schulman|Ed Naha,United States
"Honey,_I_Shrunk_the_Kids_(franchise)","Honey, I Shrunk the Kids",Randal Kleiser|Dean Cundey|Joe Johnston,Stuart Gordon|Brian Yuzna|Ed Naha,United States
"Honey,_We_Shrunk_Ourselves","Honey, We Shrunk Ourselves",Dean Cundey,Joel Hodgson|Karey Kirkpatrick|Nell Scovell,United States
Honey_(1930_film),Honey,Wesley Ruggles,Alice Duer Miller|Herman J. Mankiewicz,United States
Honey_(1981_film),Honey,NOT_FOUND,Liliane Betti,NOT_FOUND
Honey_(2003_film),Honey,Bille Woodruff,"* Alonzo Brown
* Kim Watson",United States
Honey_(2010_film),Honey,Semih Kaplanoğlu,NOT_FOUND,Germany
Honey_2,Honey 2,Bille Woodruff,NOT_FOUND,United States
Honey_Night,Honey Night,NOT_FOUND,NOT_FOUND,Macedonia|Slovenia|Czech Republic
"Honeybaby,_Honeybaby","Honeybaby, Honeybaby",Michael Schultz,NOT_FOUND,United States
Honeycomb_(film),Honeycomb,Carlos Saura,Geraldine Chaplin|Rafael Azcona|Carlos Saura,Spain
Honeydripper_(film),Honeydripper,John Sayles,John Sayles,United States
Honeyglue,Honeyglue,James Bird,James Bird,United States
Honeyland,Honeyland,Rudolf Ising,NOT_FOUND,NOT_FOUND
Honeymoon_(1928_German_film),Honeymoon,E.W. Emo,Max Ehrlich,Germany
Honeymoon_(1928_film),Honeymoon,Robert A. Golden,Lew Lipton|Richard Schayer,US
Honeymoon_(1941_film),Honeymoon,Giacomo Gentilomo,Giacomo Gentilomo,Italy
Honeymoon_(1947_film),Honeymoon,William Keighley,Vicki Baum|Michael Kanin,USA
Honeymoon_(1959_film),Honeymoon,Michael Powell,Luis Escobar Kirkpatrick|Gregorio Martínez Sierra|Michael Powell,Cinema_of_Spain|Cinema_of_the_United_Kingdom
Honeymoon_(1972_film),Honeymoon,NOT_FOUND,NOT_FOUND,Sweden
Honeymoon_(1973_film),Honeymoon,Hiren Nag,NOT_FOUND,India
Honeymoon_(1974_film),Honeymoon,AB Raj,KP Kottarakkara,India
Honeymoon_(2013_film),Honeymoon,Jan Hřebejk,NOT_FOUND,Czech Republic
Honeymoon_(2014_film),Honeymoon,Leigh Janiak,Leigh Janiak|Phil Graziadei,United States
Honeymoon_Academy,Honeymoon Academy,Gene Quintano,Jerry Lazarus|Gene Quintano,United_States
Honeymoon_Hotel_(1964_film),Honeymoon Hotel,Henry Levin,Henry Levin|R.S. Allen|Harvey Bullock (writer),United States
Honeymoon_for_Three_(1935_film),Honeymoon for Three,Leo Mittler,Frank Miller (screenwriter)|Stanley Lupino,United Kingdom
Honeymoon_for_Three_(1941_film),Honeymoon for Three,Lloyd Bacon,Julius J. Epstein|Philip G. Epstein|Earl Baldwin,United States
Honeymoon_in_Bali,Honeymoon In Bali,Edward H. Griffith,Katharine Brush|Virginia Van Upp,United_States
Honeymoon_in_Vegas,Honeymoon in Vegas,Andrew Bergman,Andrew Bergman,United States
Honeysuckle_Rose_(film),Honeysuckle Rose,Jerry Schatzberg,Carol Sobieski|Gustaf Molander|William D. Wittliff|Gösta Stevens,United States
Hong_Kong_1941,Hong Kong 1941,Po-Chih Leong,Sammo Hung,Hong Kong
Hong_Kong_Confidential_(1958_film),Hong Kong Confidential,Edward L. Cahn,Orville H. Hampton,United States
Hong_Kong_Confidential_(2010_film),Hong Kong Confidential,Māris Martinsons (director),Māris Martinsons (director),Latvia
Hong_Kong_Trilogy:_Preschooled_Preoccupied_Preposterous,Hong Kong Trilogy: Preschooled Preoccupied Preposterous,Christopher Doyle,Christopher Doyle,Hong Kong
Honky_Tonk_(1929_film),Honky Tonk,Lloyd Bacon,Jack Yellen|C. Graham Baker,United States
Honky_Tonk_(1941_film),Honky Tonk,Jack Conway (film-maker),John Sanford (1904–2003)|Marguerite Roberts,United States
Honky_Tonk_Freeway,Honky Tonk Freeway,John Schlesinger,NOT_FOUND,United Kingdom
Honkytonk_Man,Honkytonk Man,Clint Eastwood,Clancy Carlile,United States
Honolulu_(film),Honolulu,Edward Buzzell,Herbert Fields|Frank Partos|Harry Ruskin,United States
Honor_Among_Lovers,Honor Among Lovers,Dorothy Arzner,NOT_FOUND,Cinema_of_the_United_States
Honor_Thy_Father_(film),Honor Thy Father,Erik Matti,NOT_FOUND,Philippines
Hoodlum_(film),Hoodlum,Bill Duke,Chris Brancato,United States
Hoodoo_Ann,Hoodoo Ann,Lloyd Ingraham,D. W. Griffith,United States
Hoods_(film),Hoods,Mark Malone,Mark Malone,NOT_FOUND
Hoodwinked!,Hoodwinked!,Tony Leech|Todd Edwards (film writer)|Cory Edwards,Tony Leech|Todd Edwards (film writer)|Cory Edwards,United States
Hoodwinked_Too!_Hood_vs._Evil,Hoodwinked Too! Hood vs. Evil,Mike Disa,Tony Leech|Todd Edwards (film writer)|Cory Edwards,United States
"Hook,_Line_and_Sinker_(1930_film)","Hook, Line and Sinker",Fred Fleck|Edward F. Cline,Tim Whelan|Ralph Spence (screenwriter),United States
Hook_(film),Hook,Steven Spielberg,James V. Hart|Malia Scotch Marmo,United States
Hooked_Bear,Hooked Bear,Jack Hannah,Al Bertino,United States
Hooligan_Sparrow,Hooligan Sparrow,NOT_FOUND,NOT_FOUND,United States
Hoop_Dreams,Hoop Dreams,Steve James (producer),"* Steve James
* Frederick Marx",United_States
Hooper_(film),Hooper,Hal Needham,Thomas Rickman (writer)|Bill Kerby,United States
Hooray_for_Love_(film),Hooray for Love,Walter Lang,Ray Harris|Lawrence Hazard,United States
Hoosiers,Hoosiers,David Anspaugh,Angelo Pizzo,United States
Hoot_(film),Hoot,Wil Shriner,Wil Shriner,United States
Hop_(film),Hop,Tim Hill (director),Brian Lynch (writer)|Cinco Paul and Ken Daurio,United States
Hope_(2006_film),Hope,Satish Kasetty,Satish Kasetty,NOT_FOUND
Hope_(2007_film),Hope,NOT_FOUND,Krzysztof Kieślowski|Krzysztof Piesiewicz,Poland|Germany
Hope_(2013_film),Hope,Lee Joon-ik,Jo Joong-hoon|Kim Ji-hye,South_Korea
Hope_(2014_film),Hope,NOT_FOUND,NOT_FOUND,France
Hope_Floats,Hope Floats,Forest Whitaker,Steven Rogers (screenwriter),United States
Hope_Springs_(2003_film),Hope Springs,Mark Herman,Charles Webb (author),United_States
Hope_Springs_(2012_film),Hope Springs,David Frankel,Vanessa Taylor,United States
Hope_and_Glory_(film),Hope and Glory,John Boorman,John Boorman,United Kingdom
Hopelessly_Lost,Hopelessly Lost,Georgiy Daneliya,Georgiy Daneliya|Mark Twain,Soviet Union
Hopscotch_(film),Hopscotch,Ronald Neame,Brian Garfield|Bryan Forbes,United States
Horizons_West,Horizons West,Budd Boetticher,Louis Stevens (writer),United States
Horrible_Bosses_2,Horrible Bosses 2,Sean Anders,NOT_FOUND,United States
Horrid_Henry:_The_Movie,Horrid Henry: The Movie,Nick Moore (film director),Lucinda Whiteley,United Kingdom
Horror_(2015_film),#Horror,Tara Subkoff,Tara Subkoff,United States
Horror_Express,Horror Express,Eugenio Martín,Arnaud d'Usseau,"*United Kingdom
*Spain"
Horror_Hospital,Horror Hospital,Antony Balch,Antony Balch,NOT_FOUND
Horror_Island,Horror Island,George Waggner,NOT_FOUND,United States
Horror_Rises_from_the_Tomb,Horror Rises from the Tomb,Carlos Aured,Paul Naschy,Spain
Horror_Stories_(film),Horror Stories,Min Kyu-dong,Kim Sun|Im Dae-woong|Jung Bum-sik|Byun Hye-joo  Kim Gok,South_Korea
Horror_Stories_2,Horror Stories 2,Min Kyu-dong,Min Kyu-dong,South Korea
Horror_Story_(film),Horror Story,NOT_FOUND,Sukhmani Sadana|Vikram Bhatt,India
Horrors_of_Malformed_Men,Horrors of Malformed Men,Teruo Ishii,Edogawa Rampo|Teruo Ishii,Japan
